-385.7	-1000	104.8	-385	-1000	0	-385	-1000	107.5
-385	-1000	0	-385	-1000	107.5	-384.2	-1000	0
-385	-1000	107.5	-384.2	-1000	0	-384.2	-1000	110.3
-384.2	-1000	0	-384.2	-1000	110.3	-383.5	-1000	0
-384.2	-1000	110.3	-383.5	-1000	0	-383.5	-1000	112.9
-383.5	-1000	0	-383.5	-1000	112.9	-382.7	-1000	0
-383.5	-1000	112.9	-382.7	-1000	0	-382.7	-1000	115.3
-382.7	-1000	0	-382.7	-1000	115.3	-382	-1000	0
-382.7	-1000	115.3	-382	-1000	0	-382	-1000	118
-382	-1000	0	-382	-1000	118	-381.2	-1000	0
-382	-1000	118	-381.2	-1000	0	-381.2	-1000	120.4
-381.2	-1000	0	-381.2	-1000	120.4	-380.5	-1000	0
-381.2	-1000	120.4	-380.5	-1000	0	-380.5	-1000	122.6
-380.5	-1000	0	-380.5	-1000	122.6	-379.7	-1000	0
-380.5	-1000	122.6	-379.7	-1000	0	-379.7	-1000	125.3
-379.7	-1000	0	-379.7	-1000	125.3	-379	-1000	0
-379.7	-1000	125.3	-379	-1000	0	-379	-1000	127.3
-379	-1000	0	-379	-1000	127.3	-378.2	-1000	0
-379	-1000	127.3	-378.2	-1000	0	-378.2	-1000	129.6
-378.2	-1000	0	-378.2	-1000	129.6	-377.5	-1000	0
-378.2	-1000	129.6	-377.5	-1000	0	-377.5	-1000	131.8
-377.5	-1000	0	-377.5	-1000	131.8	-376.7	-1000	0
-377.5	-1000	131.8	-376.7	-1000	0	-376.7	-1000	134.1
-376.7	-1000	0	-376.7	-1000	134.1	-376	-1000	0
-376.7	-1000	134.1	-376	-1000	0	-376	-1000	136.1
-376	-1000	0	-376	-1000	136.1	-374.9	-1000	0
-376	-1000	136.1	-374.9	-1000	0	-374.9	-1000	139.1
-374.9	-1000	0	-374.9	-1000	139.1	-373.7	-1000	0
-374.9	-1000	139.1	-373.7	-1000	0	-373.7	-1000	142.1
-373.7	-1000	0	-373.7	-1000	142.1	-372.6	-1000	0
-373.7	-1000	142.1	-372.6	-1000	0	-372.6	-1000	145.1
-372.6	-1000	0	-372.6	-1000	145.1	-371.9	-1000	0
-372.6	-1000	145.1	-371.9	-1000	0	-371.9	-1000	147.2
-371.9	-1000	0	-371.9	-1000	147.2	-370.7	-1000	0
-371.9	-1000	147.2	-370.7	-1000	0	-370.7	-1000	150
-370.7	-1000	0	-370.7	-1000	150	-369.6	-1000	0
-370.7	-1000	150	-369.6	-1000	0	-369.6	-1000	152.8
-369.6	-1000	0	-369.6	-1000	152.8	-368.5	-1000	0
-369.6	-1000	152.8	-368.5	-1000	0	-368.5	-1000	155.5
-368.5	-1000	0	-368.5	-1000	155.5	-367.4	-1000	0
-368.5	-1000	155.5	-367.4	-1000	0	-367.4	-1000	158.3
-367.4	-1000	0	-367.4	-1000	158.3	-366.2	-1000	0
-367.4	-1000	158.3	-366.2	-1000	0	-366.2	-1000	160.9
-366.2	-1000	0	-366.2	-1000	160.9	-365.1	-1000	0
-366.2	-1000	160.9	-365.1	-1000	0	-365.1	-1000	163.5
-365.1	-1000	0	-365.1	-1000	163.5	-364	-1000	0
-365.1	-1000	163.5	-364	-1000	0	-364	-1000	166.2
-364	-1000	0	-364	-1000	166.2	-362.9	-1000	0
-364	-1000	166.2	-362.9	-1000	0	-362.9	-1000	168.4
-362.9	-1000	0	-362.9	-1000	168.4	-361.7	-1000	0
-362.9	-1000	168.4	-361.7	-1000	0	-361.7	-1000	171
-361.7	-1000	0	-361.7	-1000	171	-360.6	-1000	0
-361.7	-1000	171	-360.6	-1000	0	-360.6	-1000	173.3
-360.6	-1000	0	-360.6	-1000	173.3	-359.5	-1000	0
-360.6	-1000	173.3	-359.5	-1000	0	-359.5	-1000	175.7
-359.5	-1000	0	-359.5	-1000	175.7	-358.4	-1000	0
-359.5	-1000	175.7	-358.4	-1000	0	-358.4	-1000	178
-358.4	-1000	0	-358.4	-1000	178	-357.2	-1000	0
-358.4	-1000	178	-357.2	-1000	0	-357.2	-1000	180.2
-357.2	-1000	0	-357.2	-1000	180.2	-356.1	-1000	0
-357.2	-1000	180.2	-356.1	-1000	0	-356.1	-1000	182.5
-356.1	-1000	0	-356.1	-1000	182.5	-355	-1000	0
-356.1	-1000	182.5	-355	-1000	0	-355	-1000	184.7
-355	-1000	0	-355	-1000	184.7	-353.9	-1000	0
-355	-1000	184.7	-353.9	-1000	0	-353.9	-1000	187
-353.9	-1000	0	-353.9	-1000	187	-352.7	-1000	0
-353.9	-1000	187	-352.7	-1000	0	-352.7	-1000	189.2
-352.7	-1000	0	-352.7	-1000	189.2	-351.6	-1000	0
-352.7	-1000	189.2	-351.6	-1000	0	-351.6	-1000	191.3
-351.6	-1000	0	-351.6	-1000	191.3	-350.5	-1000	0
-351.6	-1000	191.3	-350.5	-1000	0	-350.5	-1000	193.3
-350.5	-1000	0	-350.5	-1000	193.3	-349.4	-1000	0
-350.5	-1000	193.3	-349.4	-1000	0	-349.4	-1000	195.4
-349.4	-1000	0	-349.4	-1000	195.4	-348.2	-1000	0
-349.4	-1000	195.4	-348.2	-1000	0	-348.2	-1000	197.5
-348.2	-1000	0	-348.2	-1000	197.5	-346.7	-1000	0
-348.2	-1000	197.5	-346.7	-1000	0	-346.7	-1000	199.9
-346.7	-1000	0	-346.7	-1000	199.9	-345.2	-1000	0
-346.7	-1000	199.9	-345.2	-1000	0	-345.2	-1000	202.5
-345.2	-1000	0	-345.2	-1000	202.5	-344.1	-1000	0
-345.2	-1000	202.5	-344.1	-1000	0	-344.1	-1000	204.6
-344.1	-1000	0	-344.1	-1000	204.6	-343	-1000	0
-344.1	-1000	204.6	-343	-1000	0	-343	-1000	206.7
-343	-1000	0	-343	-1000	206.7	-341.5	-1000	0
-343	-1000	206.7	-341.5	-1000	0	-341.5	-1000	208.9
-341.5	-1000	0	-341.5	-1000	208.9	-340	-1000	0
-341.5	-1000	208.9	-340	-1000	0	-340	-1000	211.5
-340	-1000	0	-340	-1000	211.5	-338.5	-1000	0
-340	-1000	211.5	-338.5	-1000	0	-338.5	-1000	213.8
-338.5	-1000	0	-338.5	-1000	213.8	-337	-1000	0
-338.5	-1000	213.8	-337	-1000	0	-337	-1000	216.2
-337	-1000	0	-337	-1000	216.2	-335.5	-1000	0
-337	-1000	216.2	-335.5	-1000	0	-335.5	-1000	218.7
-335.5	-1000	0	-335.5	-1000	218.7	-334	-1000	0
-335.5	-1000	218.7	-334	-1000	0	-334	-1000	220.9
-334	-1000	0	-334	-1000	220.9	-332.5	-1000	0
-334	-1000	220.9	-332.5	-1000	0	-332.5	-1000	223.3
-332.5	-1000	0	-332.5	-1000	223.3	-331	-1000	0
-332.5	-1000	223.3	-331	-1000	0	-331	-1000	225.6
-331	-1000	0	-331	-1000	225.6	-329.5	-1000	0
-331	-1000	225.6	-329.5	-1000	0	-329.5	-1000	227.8
-329.5	-1000	0	-329.5	-1000	227.8	-328	-1000	0
-329.5	-1000	227.8	-328	-1000	0	-328	-1000	229.9
-328	-1000	0	-328	-1000	229.9	-326.5	-1000	0
-328	-1000	229.9	-326.5	-1000	0	-326.5	-1000	232
-326.5	-1000	0	-326.5	-1000	232	-324.6	-1000	0
-326.5	-1000	232	-324.6	-1000	0	-324.6	-1000	234.6
-324.6	-1000	0	-324.6	-1000	234.6	-323.1	-1000	0
-324.6	-1000	234.6	-323.1	-1000	0	-323.1	-1000	236.8
-323.1	-1000	0	-323.1	-1000	236.8	-321.6	-1000	0
-323.1	-1000	236.8	-321.6	-1000	0	-321.6	-1000	238.9
-321.6	-1000	0	-321.6	-1000	238.9	-319.7	-1000	0
-321.6	-1000	238.9	-319.7	-1000	0	-319.7	-1000	241.4
-319.7	-1000	0	-319.7	-1000	241.4	-318.2	-1000	0
-319.7	-1000	241.4	-318.2	-1000	0	-318.2	-1000	243.4
-318.2	-1000	0	-318.2	-1000	243.4	-316.4	-1000	0
-318.2	-1000	243.4	-316.4	-1000	0	-316.4	-1000	245.9
-316.4	-1000	0	-316.4	-1000	245.9	-314.9	-1000	0
-316.4	-1000	245.9	-314.9	-1000	0	-314.9	-1000	247.9
-314.9	-1000	0	-314.9	-1000	247.9	-313	-1000	0
-314.9	-1000	247.9	-313	-1000	0	-313	-1000	250.2
-313	-1000	0	-313	-1000	250.2	-311.5	-1000	0
-313	-1000	250.2	-311.5	-1000	0	-311.5	-1000	252.2
-311.5	-1000	0	-311.5	-1000	252.2	-309.6	-1000	0
-311.5	-1000	252.2	-309.6	-1000	0	-309.6	-1000	254.5
-309.6	-1000	0	-309.6	-1000	254.5	-307.7	-1000	0
-309.6	-1000	254.5	-307.7	-1000	0	-307.7	-1000	256.9
-307.7	-1000	0	-307.7	-1000	256.9	-305.9	-1000	0
-307.7	-1000	256.9	-305.9	-1000	0	-305.9	-1000	259.2
-305.9	-1000	0	-305.9	-1000	259.2	-304	-1000	0
-305.9	-1000	259.2	-304	-1000	0	-304	-1000	261.4
-304	-1000	0	-304	-1000	261.4	-302.1	-1000	0
-304	-1000	261.4	-302.1	-1000	0	-302.1	-1000	263.7
-302.1	-1000	0	-302.1	-1000	263.7	-299.9	-1000	0
-302.1	-1000	263.7	-299.9	-1000	0	-299.9	-1000	265.9
-299.9	-1000	0	-299.9	-1000	265.9	-297.6	-1000	0
-299.9	-1000	265.9	-297.6	-1000	0	-297.6	-1000	268.5
-297.6	-1000	0	-297.6	-1000	268.5	-295.7	-1000	0
-297.6	-1000	268.5	-295.7	-1000	0	-295.7	-1000	270.8
-295.7	-1000	0	-295.7	-1000	270.8	-293.9	-1000	0
-295.7	-1000	270.8	-293.9	-1000	0	-293.9	-1000	272.9
-293.9	-1000	0	-293.9	-1000	272.9	-292	-1000	0
-293.9	-1000	272.9	-292	-1000	0	-292	-1000	274.9
-292	-1000	0	-292	-1000	274.9	-289.7	-1000	0
-292	-1000	274.9	-289.7	-1000	0	-289.7	-1000	277.2
-289.7	-1000	0	-289.7	-1000	277.2	-287.9	-1000	0
-289.7	-1000	277.2	-287.9	-1000	0	-287.9	-1000	279.2
-287.9	-1000	0	-287.9	-1000	279.2	-286	-1000	0
-287.9	-1000	279.2	-286	-1000	0	-286	-1000	281.3
-286	-1000	0	-286	-1000	281.3	-283.7	-1000	0
-286	-1000	281.3	-283.7	-1000	0	-283.7	-1000	283.5
-283.7	-1000	0	-283.7	-1000	283.5	-281.5	-1000	0
-283.7	-1000	283.5	-281.5	-1000	0	-281.5	-1000	285.8
-281.5	-1000	0	-281.5	-1000	285.8	-279.2	-1000	0
-281.5	-1000	285.8	-279.2	-1000	0	-279.2	-1000	288
-279.2	-1000	0	-279.2	-1000	288	-277	-1000	0
-279.2	-1000	288	-277	-1000	0	-277	-1000	290.3
-277	-1000	0	-277	-1000	290.3	-274.7	-1000	0
-277	-1000	290.3	-274.7	-1000	0	-274.7	-1000	292.4
-274.7	-1000	0	-274.7	-1000	292.4	-272.5	-1000	0
-274.7	-1000	292.4	-272.5	-1000	0	-272.5	-1000	294.6
-272.5	-1000	0	-272.5	-1000	294.6	-269.9	-1000	0
-272.5	-1000	294.6	-269.9	-1000	0	-269.9	-1000	296.9
-269.9	-1000	0	-269.9	-1000	296.9	-267.6	-1000	0
-269.9	-1000	296.9	-267.6	-1000	0	-267.6	-1000	299.1
-267.6	-1000	0	-267.6	-1000	299.1	-265	-1000	0
-267.6	-1000	299.1	-265	-1000	0	-265	-1000	301.4
-265	-1000	0	-265	-1000	301.4	-262.4	-1000	0
-265	-1000	301.4	-262.4	-1000	0	-262.4	-1000	303.6
-262.4	-1000	0	-262.4	-1000	303.6	-259.7	-1000	0
-262.4	-1000	303.6	-259.7	-1000	0	-259.7	-1000	305.9
-259.7	-1000	0	-259.7	-1000	305.9	-257.1	-1000	0
-259.7	-1000	305.9	-257.1	-1000	0	-257.1	-1000	308.1
-257.1	-1000	0	-257.1	-1000	308.1	-254.9	-1000	0
-257.1	-1000	308.1	-254.9	-1000	0	-254.9	-1000	310.2
-254.9	-1000	0	-254.9	-1000	310.2	-252.2	-1000	0
-254.9	-1000	310.2	-252.2	-1000	0	-252.2	-1000	312.2
-252.2	-1000	0	-252.2	-1000	312.2	-249.6	-1000	0
-252.2	-1000	312.2	-249.6	-1000	0	-249.6	-1000	314.5
-249.6	-1000	0	-249.6	-1000	314.5	-247	-1000	0
-249.6	-1000	314.5	-247	-1000	0	-247	-1000	316.5
-247	-1000	0	-247	-1000	316.5	-244.4	-1000	0
-247	-1000	316.5	-244.4	-1000	0	-244.4	-1000	318.6
-244.4	-1000	0	-244.4	-1000	318.6	-241.4	-1000	0
-244.4	-1000	318.6	-241.4	-1000	0	-241.4	-1000	320.9
-241.4	-1000	0	-241.4	-1000	320.9	-238.7	-1000	0
-241.4	-1000	320.9	-238.7	-1000	0	-238.7	-1000	322.9
-238.7	-1000	0	-238.7	-1000	322.9	-236.1	-1000	0
-238.7	-1000	322.9	-236.1	-1000	0	-236.1	-1000	325
-236.1	-1000	0	-236.1	-1000	325	-233.1	-1000	0
-236.1	-1000	325	-233.1	-1000	0	-233.1	-1000	327.1
-233.1	-1000	0	-233.1	-1000	327.1	-230.1	-1000	0
-233.1	-1000	327.1	-230.1	-1000	0	-230.1	-1000	329.3
-230.1	-1000	0	-230.1	-1000	329.3	-227.1	-1000	0
-230.1	-1000	329.3	-227.1	-1000	0	-227.1	-1000	331.4
-227.1	-1000	0	-227.1	-1000	331.4	-223.7	-1000	0
-227.1	-1000	331.4	-223.7	-1000	0	-223.7	-1000	333.6
-223.7	-1000	0	-223.7	-1000	333.6	-220.3	-1000	0
-223.7	-1000	333.6	-220.3	-1000	0	-220.3	-1000	335.9
-220.3	-1000	0	-220.3	-1000	335.9	-217	-1000	0
-220.3	-1000	335.9	-217	-1000	0	-217	-1000	338.1
-217	-1000	0	-217	-1000	338.1	-214	-1000	0
-217	-1000	338.1	-214	-1000	0	-214	-1000	340.2
-214	-1000	0	-214	-1000	340.2	-210.6	-1000	0
-214	-1000	340.2	-210.6	-1000	0	-210.6	-1000	342.2
-210.6	-1000	0	-210.6	-1000	342.2	-207.2	-1000	0
-210.6	-1000	342.2	-207.2	-1000	0	-207.2	-1000	344.3
-207.2	-1000	0	-207.2	-1000	344.3	-203.8	-1000	0
-207.2	-1000	344.3	-203.8	-1000	0	-203.8	-1000	346.4
-203.8	-1000	0	-203.8	-1000	346.4	-200.5	-1000	0
-203.8	-1000	346.4	-200.5	-1000	0	-200.5	-1000	348.4
-200.5	-1000	0	-200.5	-1000	348.4	-196.7	-1000	0
-200.5	-1000	348.4	-196.7	-1000	0	-196.7	-1000	350.5
-196.7	-1000	0	-196.7	-1000	350.5	-193	-1000	0
-196.7	-1000	350.5	-193	-1000	0	-193	-1000	352.6
-193	-1000	0	-193	-1000	352.6	-188.8	-1000	0
-193	-1000	352.6	-188.8	-1000	0	-188.8	-1000	354.8
-188.8	-1000	0	-188.8	-1000	354.8	-184.7	-1000	0
-188.8	-1000	354.8	-184.7	-1000	0	-184.7	-1000	357.1
-184.7	-1000	0	-184.7	-1000	357.1	-180.2	-1000	0
-184.7	-1000	357.1	-180.2	-1000	0	-180.2	-1000	359.3
-180.2	-1000	0	-180.2	-1000	359.3	-175.7	-1000	0
-180.2	-1000	359.3	-175.7	-1000	0	-175.7	-1000	361.6
-175.7	-1000	0	-175.7	-1000	361.6	-171.6	-1000	0
-175.7	-1000	361.6	-171.6	-1000	0	-171.6	-1000	363.6
-171.6	-1000	0	-171.6	-1000	363.6	-167.1	-1000	0
-171.6	-1000	363.6	-167.1	-1000	0	-167.1	-1000	365.7
-167.1	-1000	0	-167.1	-1000	365.7	-161.8	-1000	0
-167.1	-1000	365.7	-161.8	-1000	0	-161.8	-1000	367.9
-161.8	-1000	0	-161.8	-1000	367.9	-157	-1000	0
-161.8	-1000	367.9	-157	-1000	0	-157	-1000	370.2
-157	-1000	0	-157	-1000	370.2	-151.3	-1000	0
-157	-1000	370.2	-151.3	-1000	0	-151.3	-1000	372.4
-151.3	-1000	0	-151.3	-1000	372.4	-145.7	-1000	0
-151.3	-1000	372.4	-145.7	-1000	0	-145.7	-1000	374.7
-145.7	-1000	0	-145.7	-1000	374.7	-140.8	-1000	0
-145.7	-1000	374.7	-140.8	-1000	0	-140.8	-1000	376.7
-140.8	-1000	0	-140.8	-1000	376.7	-134.8	-1000	0
-140.8	-1000	376.7	-134.8	-1000	0	-134.8	-1000	378.8
-134.8	-1000	0	-134.8	-1000	378.8	-128.5	-1000	0
-134.8	-1000	378.8	-128.5	-1000	0	-128.5	-1000	381.1
-128.5	-1000	0	-128.5	-1000	381.1	-122.5	-1000	0
-128.5	-1000	381.1	-122.5	-1000	0	-122.5	-1000	383.1
-122.5	-1000	0	-122.5	-1000	383.1	-115.3	-1000	0
-122.5	-1000	383.1	-115.3	-1000	0	-115.3	-1000	385.2
-115.3	-1000	0	-115.3	-1000	385.2	-107.5	-1000	0
-115.3	-1000	385.2	-107.5	-1000	0	-107.5	-1000	387.4
-107.5	-1000	0	-107.5	-1000	387.4	-99.2	-1000	0
-107.5	-1000	387.4	-99.2	-1000	0	-99.2	-1000	389.7
-99.2	-1000	0	-99.2	-1000	389.7	-91	-1000	0
-99.2	-1000	389.7	-91	-1000	0	-91	-1000	391.7
-91	-1000	0	-91	-1000	391.7	-80.8	-1000	0
-91	-1000	391.7	-80.8	-1000	0	-80.8	-1000	393.8
-80.8	-1000	0	-80.8	-1000	393.8	-70.3	-1000	0
-80.8	-1000	393.8	-70.3	-1000	0	-70.3	-1000	395.9
-70.3	-1000	0	-70.3	-1000	395.9	-56.8	-1000	0
-70.3	-1000	395.9	-56.8	-1000	0	-56.8	-1000	397.9
-56.8	-1000	0	-56.8	-1000	397.9	-40.3	-1000	0
-56.8	-1000	397.9	-40.3	-1000	0	-40.3	-1000	400
-40.3	-1000	0	-40.3	-1000	400	-39.9	-1000	0
-40.3	-1000	400	-39.9	-1000	0	-39.9	-1000	400
-39.9	-1000	0	-39.9	-1000	400	-38.8	-1000	0
-39.9	-1000	400	-38.8	-1000	0	-38.8	-1000	400.2
-38.8	-1000	0	-38.8	-1000	400.2	-36.2	-1000	0
-38.8	-1000	400.2	-36.2	-1000	0	-36.2	-1000	400.4
-36.2	-1000	0	-36.2	-1000	400.4	-34.7	-1000	0
-36.2	-1000	400.4	-34.7	-1000	0	-34.7	-1000	400.6
-34.7	-1000	0	-34.7	-1000	400.6	-31.7	-1000	0
-34.7	-1000	400.6	-31.7	-1000	0	-31.7	-1000	400.8
-31.7	-1000	0	-31.7	-1000	400.8	-29.4	-1000	0
-31.7	-1000	400.8	-29.4	-1000	0	-29.4	-1000	400.9
-29.4	-1000	0	-29.4	-1000	400.9	-25.7	-1000	0
-29.4	-1000	400.9	-25.7	-1000	0	-25.7	-1000	401.1
-25.7	-1000	0	-25.7	-1000	401.1	4.3	-1000	0
-25.7	-1000	401.1	4.3	-1000	0	4.3	-1000	399.8
4.3	-1000	0	4.3	-1000	399.8	26.8	-1000	0
4.3	-1000	399.8	26.8	-1000	0	26.8	-1000	397.7
26.8	-1000	0	26.8	-1000	397.7	41.1	-1000	0
26.8	-1000	397.7	41.1	-1000	0	41.1	-1000	395.7
41.1	-1000	0	41.1	-1000	395.7	53.4	-1000	0
41.1	-1000	395.7	53.4	-1000	0	53.4	-1000	393.6
53.4	-1000	0	53.4	-1000	393.6	63.6	-1000	0
53.4	-1000	393.6	63.6	-1000	0	63.6	-1000	391.6
63.6	-1000	0	63.6	-1000	391.6	72.9	-1000	0
63.6	-1000	391.6	72.9	-1000	0	72.9	-1000	389.5
72.9	-1000	0	72.9	-1000	389.5	80.8	-1000	0
72.9	-1000	389.5	80.8	-1000	0	80.8	-1000	387.4
80.8	-1000	0	80.8	-1000	387.4	88.7	-1000	0
80.8	-1000	387.4	88.7	-1000	0	88.7	-1000	385.4
88.7	-1000	0	88.7	-1000	385.4	95.5	-1000	0
88.7	-1000	385.4	95.5	-1000	0	95.5	-1000	383.3
95.5	-1000	0	95.5	-1000	383.3	102.6	-1000	0
95.5	-1000	383.3	102.6	-1000	0	102.6	-1000	381.2
102.6	-1000	0	102.6	-1000	381.2	108.6	-1000	0
102.6	-1000	381.2	108.6	-1000	0	108.6	-1000	379.2
108.6	-1000	0	108.6	-1000	379.2	115	-1000	0
108.6	-1000	379.2	115	-1000	0	115	-1000	377.1
115	-1000	0	115	-1000	377.1	120.6	-1000	0
115	-1000	377.1	120.6	-1000	0	120.6	-1000	375.1
120.6	-1000	0	120.6	-1000	375.1	126.2	-1000	0
120.6	-1000	375.1	126.2	-1000	0	126.2	-1000	372.8
126.2	-1000	0	126.2	-1000	372.8	131.8	-1000	0
126.2	-1000	372.8	131.8	-1000	0	131.8	-1000	370.7
131.8	-1000	0	131.8	-1000	370.7	136.7	-1000	0
131.8	-1000	370.7	136.7	-1000	0	136.7	-1000	368.7
136.7	-1000	0	136.7	-1000	368.7	142	-1000	0
136.7	-1000	368.7	142	-1000	0	142	-1000	366.4
142	-1000	0	142	-1000	366.4	146.8	-1000	0
142	-1000	366.4	146.8	-1000	0	146.8	-1000	364.2
146.8	-1000	0	146.8	-1000	364.2	151.7	-1000	0
146.8	-1000	364.2	151.7	-1000	0	151.7	-1000	362.1
151.7	-1000	0	151.7	-1000	362.1	155.8	-1000	0
151.7	-1000	362.1	155.8	-1000	0	155.8	-1000	360.1
155.8	-1000	0	155.8	-1000	360.1	160.7	-1000	0
155.8	-1000	360.1	160.7	-1000	0	160.7	-1000	357.8
160.7	-1000	0	160.7	-1000	357.8	164.8	-1000	0
160.7	-1000	357.8	164.8	-1000	0	164.8	-1000	355.6
164.8	-1000	0	164.8	-1000	355.6	169.3	-1000	0
164.8	-1000	355.6	169.3	-1000	0	169.3	-1000	353.3
169.3	-1000	0	169.3	-1000	353.3	173.5	-1000	0
169.3	-1000	353.3	173.5	-1000	0	173.5	-1000	351.2
173.5	-1000	0	173.5	-1000	351.2	177.2	-1000	0
173.5	-1000	351.2	177.2	-1000	0	177.2	-1000	349.2
177.2	-1000	0	177.2	-1000	349.2	181	-1000	0
177.2	-1000	349.2	181	-1000	0	181	-1000	347.1
181	-1000	0	181	-1000	347.1	184.3	-1000	0
181	-1000	347.1	184.3	-1000	0	184.3	-1000	345.1
184.3	-1000	0	184.3	-1000	345.1	188.1	-1000	0
184.3	-1000	345.1	188.1	-1000	0	188.1	-1000	343
188.1	-1000	0	188.1	-1000	343	191.5	-1000	0
188.1	-1000	343	191.5	-1000	0	191.5	-1000	340.9
191.5	-1000	0	191.5	-1000	340.9	195.2	-1000	0
191.5	-1000	340.9	195.2	-1000	0	195.2	-1000	338.7
195.2	-1000	0	195.2	-1000	338.7	198.6	-1000	0
195.2	-1000	338.7	198.6	-1000	0	198.6	-1000	336.6
198.6	-1000	0	198.6	-1000	336.6	202	-1000	0
198.6	-1000	336.6	202	-1000	0	202	-1000	334.6
202	-1000	0	202	-1000	334.6	205	-1000	0
202	-1000	334.6	205	-1000	0	205	-1000	332.5
205	-1000	0	205	-1000	332.5	208.3	-1000	0
205	-1000	332.5	208.3	-1000	0	208.3	-1000	330.2
208.3	-1000	0	208.3	-1000	330.2	211.7	-1000	0
208.3	-1000	330.2	211.7	-1000	0	211.7	-1000	328
211.7	-1000	0	211.7	-1000	328	214.7	-1000	0
211.7	-1000	328	214.7	-1000	0	214.7	-1000	325.9
214.7	-1000	0	214.7	-1000	325.9	217.7	-1000	0
214.7	-1000	325.9	217.7	-1000	0	217.7	-1000	323.9
217.7	-1000	0	217.7	-1000	323.9	220.7	-1000	0
217.7	-1000	323.9	220.7	-1000	0	220.7	-1000	321.8
220.7	-1000	0	220.7	-1000	321.8	223.3	-1000	0
220.7	-1000	321.8	223.3	-1000	0	223.3	-1000	319.7
223.3	-1000	0	223.3	-1000	319.7	226.3	-1000	0
